,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
15275,8hZghcw4QYJiRB9emn2Rbg,"""Academy of Lions""",Ossington Strip,"""64 Ossington Avenue""",Toronto,ON,M6J 1X5,43.6456021,-79.4196138,4.0,13,1,Food;Fitness & Instruction;Shopping;Trainers;Gyms;Active Life
15276,Xp46hv8TxejNDGbJJ2cfQw,"""Osaka Sushi""",,"""747 Don Mills Road, Unit 9""",Toronto,ON,M3C 1T2,43.7137213,-79.3347158,3.5,36,1,Japanese;Restaurants;Sushi Bars
15277,j943gfwJ5u-IybuZ4ZIJlw,"""Cafe Con Leche Espresso Bar""",The Junction,"""1571 Dupont Street""",Toronto,ON,M6P 3S6,43.6653671511,-79.4530045294,4.0,28,1,Local Flavor;Coffee & Tea;Desserts;Food
15280,cmdi74TvO7ASV9NBfMmkbg,"""Courage Foods""",Upper Beach,"""946 Kingston Road""",Toronto,ON,M4E 1S7,43.6806254,-79.2879318,4.5,14,1,Food;Grocery
15281,FzhOeO3CCQ3EUsuIUwh41g,"""Touché Restaurant & Martini Lounge""",Little Italy,"""669 College Street""",Toronto,ON,M6G 1B9,43.6549857,-79.4169332,2.5,3,1,Canadian (New);Lounges;Bars;Restaurants;Nightlife
15285,stC-tc9QArhPXSzNkvTpgA,"""Govardhan Thal""",Scarborough,"""840 Markham Road""",Toronto,ON,M1H 2Y2,43.7674454,-79.2289224,4.0,12,1,Restaurants;Indian
15288,n3wrsVdN4V60jFLxmMqv8g,"""DQ / Orange Julius Store""",City Place,"""351 Bremner Boulevard""",Toronto,ON,M5V 3V4,43.6405326,-79.3921972,3.0,7,1,Food;Fast Food;Ice Cream & Frozen Yogurt;Restaurants
15290,AXOvlcEKQKtttJBklX74xA,"""Best Z""",Yonge and St. Clair,"""12 Av Street Clair E""",Toronto,ON,M4T 1L7,43.6884842,-79.393781,2.0,3,1,Chinese;Restaurants
15292,UaMq3DUhtkoZ5WCEQm2T9g,"""Silver Spoon""",Scarborough,"""1548 Warden Avenue""",Toronto,ON,M1R 2S8,43.7635137694,-79.3016264237,2.5,9,1,Pakistani;Restaurants;Indian
15294,E58e6-o5SVlyaIRLVlOeCg,"""North 44 Restaurant""",Yonge and Eglinton,"""2537 Yonge Street""",Toronto,ON,M4P 2H9,43.7130402,-79.3992905,4.0,83,1,American (New);Event Planning & Services;Caterers;Restaurants;Canadian (New)
15296,eQCYur0033RkZdh5VjbF8A,"""Oliver & Bonacini Café Grill""",St. Lawrence,"""33 Yonge Street""",Toronto,ON,M5E 1G4,43.6471891243,-79.3767989569,3.5,204,1,Nightlife;Canadian (New);Restaurants;American (Traditional);Breakfast & Brunch;Italian;Wine Bars;Sandwiches;Bars
15304,3XUmcXMoToEFNJQ7gp5UYQ,"""Craft Kitchen""",,"""410 Adelaide Street W""",Toronto,ON,M5V 1S8,43.6466472975,-79.3966018036,3.0,7,1,Coffee & Tea;Caterers;Event Planning & Services;Food;Restaurants;Cafes;Venues & Event Spaces;American (Traditional)
15308,OvpsY22rHaYWBCRjGjVpZg,"""Power Up Game Bar""",St. Lawrence,"""38 Wellington Street E, Lower Floor""",Toronto,ON,M5E 1C7,43.6484287505,-79.3751142919,4.0,28,1,Arcades;Nightlife;Arts & Entertainment;Bars;Cocktail Bars;Restaurants
15311,dPrFp1cxaTeTe9cyL36NkA,"""The Miller Tavern""",Harbourfront,"""31 Bay Street""",Toronto,ON,M5J 3B2,43.6423578537,-79.3773051191,3.0,72,1,Nightlife;Restaurants;Seafood;Bars;Steakhouses
15313,-DOE4Qs8IMfgkvshYKfC7w,"""Pho Asia 39""",,"""1391 Weston Road""",Toronto,ON,M6M 2J1,43.6918236,-79.5013322,3.0,15,1,Vietnamese;Restaurants
15314,nmt9VR8LubDsJDT7QTE3bQ,"""Kitchen""",,"""1967 Avenue Road""",Toronto,ON,M5M 4A3,43.7345808,-79.4197392,2.0,3,1,Canadian (New);Home & Garden;Shopping;Restaurants
15315,qcqDjeirxvdgW5kQVkEwSA,"""The Red Room""",Kensington Market,"""444 Spadina Avenue""",Toronto,ON,M5T 2G8,43.6570704,-79.4001528,3.0,112,1,Pubs;Lounges;Canadian (New);Asian Fusion;Indian;Restaurants;Bars;Nightlife
15316,CLXFlAPXpf8uQ-TWuzc_yQ,"""Fresh Rolls""",Etobicoke,"""1830 The Queensway""",Toronto,ON,M9C 5H5,43.6149922,-79.559314,3.0,20,1,Ethnic Food;Food;Vietnamese;Restaurants;Specialty Food;Thai;Imported Food
15318,je006mwtkaNa4UI7RtXOQA,"""Rowe Farms""",Yonge and Eglinton,"""2503 Yonge Street""",Toronto,ON,M4P 2H7,43.7120722,-79.3993352,4.0,6,1,Food;Grocery
15327,NVwIn5UQokETKIh9fECYMQ,"""Whole Foods Market""",Yorkville,"""87 Avenue Rd""",Toronto,ON,M5R 3R9,43.6721843,-79.3952995,3.5,133,1,Grocery;Food;Organic Stores;Health Markets;Specialty Food
15330,-llrUA_TlQTWH_CMM3NTNQ,"""KFC""",Mount Pleasant and Davisville,"""415 Mount Pleasant Road""",Toronto,ON,M4S 2L5,43.6991769,-79.3866641,2.0,4,1,Chicken Wings;Fast Food;Restaurants
15335,lIEahf71RLPJ_rFBJ5fqzQ,"""Sala Modern Thai Kitchen & Bar""",The Danforth,"""1262 Danforth Avenue""",Toronto,ON,M4J 1M6,43.6819991223,-79.330737479,4.0,60,1,Restaurants;Food;Asian Fusion;Food Delivery Services;Thai
15336,FreZqucuLG0YVqpaQOYeqw,"""Peter's Natural Health Foods""",St. Lawrence,"""93 Front St E""",Toronto,ON,M5E 1C3,43.6490516,-79.3717741,3.5,3,1,Health Markets;Food;Specialty Food
15337,NxpaDfYm8OB14Zw9QDFejA,"""Tapas At Embrujo""",Riverdale,"""97 Danforth Avenue""",Toronto,ON,M4K 1N2,43.67615,-79.3582931,3.5,59,1,Tapas Bars;Spanish;Tapas/Small Plates;Restaurants
15339,ZjYOIMcLTWFPa4jGC-YFwQ,"""Firkin On King""",,"""461 King Street W""",Toronto,ON,M5V 1K4,43.645066578,-79.3966358972,3.0,58,1,Nightlife;Bars;Pubs;Restaurants
15340,rF3gqVKAynwU6xz1Ljdo4A,"""Pita Land""",,"""4901 Steeles Ave. W.""",Toronto,ON,M9L 2W1,43.7707221,-79.5428121,3.5,8,1,Middle Eastern;Sandwiches;Restaurants;Halal
15345,N_2yEZ41g9zDW_gWArFiHw,"""Sweet Jesus""",Entertainment District,"""106 John Street""",Toronto,ON,M5H 1X9,43.647419704,-79.3902875133,3.0,583,1,Food;Ice Cream & Frozen Yogurt;Coffee & Tea;Desserts
15348,1LysYiRg6lvwb76WHMfIyw,"""North Stars Bar & Grill""",Willowdale,"""5433 Yonge Street""",Toronto,ON,M2N 5R6,43.7765209,-79.4144396,3.5,7,1,Restaurants;American (Traditional);Nightlife;Bars;Sports Bars
15357,Fq9hKSm4QrX7qVc0gK3ZgA,"""Tim Hortons""",Entertainment District,"""340 Front St W""",Toronto,ON,M5V 3S8,43.6430595,-79.3927475,2.5,11,1,Food;Coffee & Tea
15358,ZB7Vg9gOkgOKg0HImEH0AQ,"""Mucho Burrito""",Downtown Core,"""First Canadian Place, 100 King Street W""",Toronto,ON,M5X 1C9,43.6514786657,-79.3824005127,2.5,9,1,Food;Mexican;Specialty Food;Restaurants
15359,o54U0Q6flE0aoqCEjugGMg,"""El Gaucho Chorizos - Sausages""",St. Lawrence,"""93 Front Street E""",Toronto,ON,M5E 1C3,43.6490516,-79.3717741,4.0,3,1,Butcher;Food;Farmers Market
15360,Pueu_ofuGNpX2dRf-GHt_A,"""Forget About It""",Entertainment District,"""325 King Street W""",Toronto,ON,M5V 1J5,43.6461973301,-79.3911541475,3.5,37,1,Restaurants;Italian
15361,OsmhWqUsRwLmPF6JkRzFbQ,"""Subway""",Little Portugal,"""1159 Dundas Street W""",Toronto,ON,M6J 1X3,43.6492502,-79.4213688,2.5,3,1,Fast Food;Sandwiches;Restaurants
15365,kn6KOuQXlRxbLhOAluNFpQ,"""KOS Cafe and Restaurant""",Seaton Village,"""1070 Bathurst St""",Toronto,ON,M5R 3G9,43.67224,-79.414402,3.5,19,1,Restaurants;Breakfast & Brunch;Diners
15366,zTJg9_VFyXiQQ0PegucaJg,"""Golden House""",Summer Hill,"""1280 Yonge St""",Toronto,ON,M4T 1W5,43.6836767,-79.3925313,3.5,11,1,Restaurants;Chinese
15369,Fl2yDmC0B0TTVsNixxVXfA,"""The Emerson""",Bloordale Village,"""1279 Bloor Street W""",Toronto,ON,M6H 1N7,43.6583531,-79.4420032502,4.0,104,1,Restaurants;Canadian (New)
15371,8JA0UIv3uzjvFkP3IABXMQ,"""Marcheleo's Gourmet Marketplace""",Mount Pleasant and Davisville,"""181 Eglinton Avenue E""",Toronto,ON,M4P 1J4,43.7079592,-79.3918805,4.0,10,1,Coffee & Tea;Specialty Food;Caterers;Event Planning & Services;Food;Grocery;Farmers Market
15376,UWupVhvb1qWZh8rNowJliQ,"""Woods Restaurant & Bar""",St. Lawrence,"""45 Colborne Street""",Toronto,ON,M5E 1E3,43.6489963,-79.3750324,4.0,63,1,Restaurants;French;Italian;Canadian (New)
15377,FjTihEfjgq9dm3IJ7S888Q,"""Local 1794""",The Danforth,"""1794 Danforth Avenue""",Toronto,ON,M4C 1H8,43.6844312,-79.3188251,4.0,82,1,Canadian (New);Restaurants;Gastropubs
15378,-yD0mm71HtZZDE9meI9FqA,"""Starbucks""",Corktown,"""132 Front Street E""",Toronto,ON,M5A 1E3,43.6502432,-79.3696067,3.5,7,1,Food;Coffee & Tea
15379,TWHHpmnVE3-Y9tL5itxpVg,"""Uncle Tetsu's Japanese Cheesecake""",,"""65 Front Street W, Unit 222""",Toronto,ON,M5J 1E6,43.6453166,-79.3804073,3.0,21,1,Restaurants;Japanese
15380,glNkVbB3mu0T13aBqislrQ,"""New Seaway Fish Market""",Kensington Market,"""195 Baldwin St""",Toronto,ON,M5T 1M1,43.6544,-79.4015226,3.0,5,1,Specialty Food;Seafood Markets;Food
15382,c7aifX_T8ztb35YlL-pcuw,"""Independent City Market""",Kensington Market,"""301 College Street""",Toronto,ON,M5T 1S2,43.6574852868,-79.4015761432,3.0,3,1,Restaurants;Seafood;Specialty Food;Food;Grocery
15383,LnsAgGlvIPmc9eV_cMdU5w,"""Xola Mexican Food""",The Beach,"""2222A Queen Street  E""",Toronto,ON,M4E 1H2,43.6725435,-79.2881094,4.0,56,1,Mexican;Restaurants
15384,EN_ImoHpmAJmpbvn-3462Q,"""Walmart""",,"""3757 Keele Street""",Toronto,ON,M3J 1N4,43.7578201,-79.4888611,2.5,4,1,Department Stores;Food;Shopping;Fashion;Drugstores;Grocery
15388,XH2TZmZt6gzHHpjqk8C6pg,"""Zucca Trattoria""",,"""2150 Yonge Street""",Toronto,ON,M4S 2A8,43.7037154,-79.3980157,3.5,39,1,Restaurants;Italian
15389,S6zeihi74Ntn9pozgBJyHA,"""GiGi Burger""",,"""1101 Finch Avenue W""",Toronto,ON,M3J 3L6,43.7671052,-79.4706522,2.0,5,1,Restaurants;Burgers
15390,cW4IU7Kq6fXI4pDIYDz3tA,"""The Puck Sports Bar and Grill""",The Annex,"""362 Bloor Street W, Suite 3""",Toronto,ON,M5S 1X2,43.6664410356,-79.4056578331,3.0,17,1,Bars;American (Traditional);Sports Bars;Restaurants;Nightlife
15392,4LXZzgsrM1ZyS_-uB9Od2Q,"""Lil' Baci""",Leslieville,"""892 Queen St E""",Toronto,ON,M4M 1J3,43.6604776517,-79.3432568465,3.5,125,1,Pizza;Italian;Restaurants
15394,tRSUE3l8T2ptsj4LMk8Ysw,"""India 360""",Scarborough,"""2761 Markham Road""",Toronto,ON,M1X 0A4,43.8238258,-79.2476563,3.5,14,1,Indian;Restaurants
15397,hQ66PZ605HFoaHW0dZAmYQ,"""Wafels & More""",Kensington Market,"""237 Augusta Avenue""",Toronto,ON,M5T 2L8,43.6546063,-79.4020576,4.5,37,1,Restaurants;Food;Breakfast & Brunch;Waffles;Desserts
15398,PUNSBV03IQDNSOmsCsGPOQ,"""The Mutt""",Brockton Village,"""1A-1516 Dundas Street W""",Toronto,ON,M6K 1T5,43.6498194,-79.4326104,5.0,4,1,Nightlife;Restaurants;Beer Bar;Pubs;Bars;Burgers
15404,r388dQHh4aYgmY6JCThYUQ,"""ZenQ Desserts""",Willowdale,"""5437A Yonge Street""",Toronto,ON,M2N 5S1,43.7766032,-79.4147837,3.0,58,1,Desserts;Food
15405,qGL7Z0yVXET7GTq-mNyQmQ,"""The Sushi Bar""",,"""3365 Yonge Street""",Toronto,ON,M4N 2M4,43.7317132,-79.4039303,4.0,33,1,Sushi Bars;Japanese;Restaurants
15413,Ko-GLxKpNikHBABYhEtUjg,"""Topham Corner""",,"""963 O'Connor Drive""",Toronto,ON,M4B 2T1,43.7083892,-79.3104578,4.5,14,1,Bistros;American (Traditional);Canadian (New);Breakfast & Brunch;Restaurants;Arts & Entertainment;Nightlife;Comfort Food;Jazz & Blues
15414,MWe2RCV1PuH1qoMAELAqxA,"""San Francesco Foods - Queen""",Queen Street West,"""609 Queen Street W""",Toronto,ON,M5V 2B7,43.6473208,-79.4023734,3.5,36,1,Restaurants;Pizza;Italian;Sandwiches
15416,rLq_OTbzcGay1PHqriDVqw,"""The Sandwich Delight""",Discovery District,"""85 Grenville Street""",Toronto,ON,M5S 3A2,43.661063,-79.3873916,4.0,3,1,Event Planning & Services;Caterers;Sandwiches;Restaurants;Salad
15417,CoACClz2tcPKNhEhkHaauQ,"""Sushitto On the Road""",Little Italy,"""598 College Street""",Toronto,ON,M6G 1B4,43.655245,-79.414143,4.0,39,1,Restaurants;Food;Asian Fusion;Food Trucks
15418,IN8BHY7zkhjUxUh4qnbrHg,"""Camarra's Pizzeria & Restaurant""",,"""2899 Dufferin Street""",Toronto,ON,M6B 3S7,43.7083956,-79.4533227,3.0,18,1,Restaurants;Pizza;Caterers;Italian;Event Planning & Services
15421,fWXqmAFNnPB23AFuM3tljQ,"""Nutella Café""",City Place,"""22 Fort York Boulevard""",Toronto,ON,M5V,43.640563806,-79.3941080198,3.0,25,1,Food;Desserts
15425,CEqmM7PBlStvk2hMmHFBsA,"""Z-Teca""",Willowdale,"""North York Centre Food Court, 5150 Yonge Street""",Toronto,ON,M2N 6L6,43.768778271,-79.4134189188,3.0,6,1,Restaurants;Mexican;Food Court;Fast Food
15427,6Li3eGHOHaqfR9E8oaI1yg,"""Mr Jerk""",Cabbagetown,"""209 Wellesley Street E""",Toronto,ON,M4X 1G1,43.6672071,-79.373197,4.0,70,1,Seafood;Caribbean;Ethnic Food;Food;Restaurants;Specialty Food;Imported Food
15428,O9oZX-DyYhWaJC8GvtJyeA,"""McDonald's""",,"""2362 Finch Avenue W""",Toronto,ON,M9M 2C7,43.7519358483,-79.5446959497,2.0,3,1,Fast Food;Coffee & Tea;Restaurants;Burgers;Food
15431,pU7L-CQpl4syUwfEGAlb8g,"""Star of Kingston""",Upper Beach,"""452 Kingston Rd""",Toronto,ON,M4L 1V3,43.6771221,-79.3040319,3.5,10,1,Indian;Restaurants
15435,c-N5b3LFflVwPwqwijVwSw,"""Palm Lane""",Yorkville,"""55 Avenue Road, Upper Level""",Toronto,ON,M5R 3L2,43.6716541,-79.3946025,3.5,4,1,Restaurants;Salad
15436,0NWSNT_zx4BsxyQg_nSWJA,"""Noah's Natural Foods""",Yonge and Eglinton,"""2395 Yonge Street""",Toronto,ON,M4P 3H1,43.7099104,-79.3989915,2.5,13,1,Health Markets;Specialty Food;Food
15438,lRwpFFaFr3QQ5fGHkk3eXQ,"""I Love Sushi""",Alexandra Park,"""494 Queen St W""",Toronto,ON,M5V 2B3,43.647922,-79.401064,1.5,59,1,Sushi Bars;Japanese;Restaurants
15444,cr__ihwxDQ7hyq2ZfX172Q,"""Bach Yen""",Riverdale,"""738 Gerrard Street E""",Toronto,ON,M4M 1Y3,43.6666894,-79.3475323,4.0,167,1,Imported Food;Vietnamese;Restaurants;Food;Specialty Food;Juice Bars & Smoothies;Thai;Ethnic Food
15446,1j9BbuiaVYQWyXyUjb3rHg,"""Maison Fou Brasserie""",Swansea,"""2197 Bloor Street W""",Toronto,ON,M6S 1N2,43.6511104,-79.4750905,4.0,28,1,Nightlife;French;Wine Bars;Restaurants;Brasseries;Bars
15447,7xA6iSP0Ndn08tpBFQtUKA,"""Aroma Fine Indian Cuisine""",Entertainment District,"""287 King St W""",Toronto,ON,M5V 1J5,43.6463372,-79.3898552,3.5,146,1,Restaurants;Indian
15457,_uozYXJl42wCax5HG5kU0Q,"""Rodeo Brazilian Steakhouse""",Riverdale,"""95 Danforth Avenue""",Toronto,ON,M4K 1M8,43.6762554,-79.3581314,3.0,66,1,Restaurants;Steakhouses;Barbeque
15459,Y9TialvINU0jf0GXaCXuiA,"""Farside""",Riverdale,"""600 Gerrard Street E""",Toronto,ON,M4M 1Y3,43.6658383,-79.3518547,4.5,7,1,Arts & Entertainment;Hot Dogs;Nightlife;Restaurants;Bars
15461,Q2xmQsHQHNkZsWoXHZ8l5A,"""Acqua Dolce""",,"""50 Prince Edward Island Crescent""",Toronto,ON,M6K 3C3,43.6309217,-79.4227667,3.5,6,1,Pizza;Food;Event Planning & Services;Seafood;Restaurants;Italian
15464,PqsF56BoiXAh26kXnzSykw,"""Fair Grounds Organic Café & Roastery""",Etobicoke,"""3785 Lake Shore Boulevard W""",Toronto,ON,M8W 1R1,43.5924242,-79.541506,4.0,34,1,Cafes;Coffee & Tea;Food;Restaurants;Coffee Roasteries
15465,5FVTSx9CIzvA3i3AOVaj8g,"""The Tampered Press""",Little Italy,"""256 Crawford Street, Unit B""",Toronto,ON,M6J 2V8,43.6500813327,-79.4174194336,4.0,63,1,Restaurants;Cafes;Food;Coffee & Tea
15467,Al-cFxIKoJpbPW9Roy0FEw,"""Swiss Chalet Rotisserie & Grill""",,"""345 Bloor St E""",Toronto,ON,M4W 3J6,43.6715964,-79.3783961,2.0,33,1,Comfort Food;Canadian (New);Restaurants;American (Traditional)
15468,pkwT4cqZVp3OX4uQla3MCQ,"""Bassline Music Bar""",Bickford Park,"""865 Bloor Street W""",Toronto,ON,M6G 1M5,43.6620951,-79.4246561,4.0,12,1,Arts & Entertainment;Restaurants;Nightlife;Bars;Comfort Food;Music Venues
15471,fzfbN0UZPtricqlB_Cy27A,"""Pizzaiolo""",Mount Pleasant and Davisville,"""745 Mount Pleasant""",Toronto,ON,M4S 2N4,43.7073855168,-79.3895753669,3.0,9,1,Food;Restaurants;Vegan;Gluten-Free;Pizza
15472,hQtGXpMq4gyRWH4s2iNpUQ,"""Odin""",Corktown,"""514 King Street E, Unit 7""",Toronto,ON,M5A 1M1,43.6563809,-79.357038,3.5,55,1,Cafes;Restaurants;Nightlife;Bars
15477,R1YBPobZ-EtNeY8-goCMaQ,"""The Owl""",Chinatown,"""280 Spadina Avenue""",Toronto,ON,M5T 3A5,43.6525865,-79.3984452,3.5,59,1,Restaurants;Korean
15478,-CLTZ0cO-ooKDDmXHFoGMg,"""Pi Co""",Yorkville,"""1200 Bay Street""",Toronto,ON,M5R 2A5,43.6700032,-79.3898095,4.0,56,1,Pizza;Gluten-Free;Salad;Restaurants;Italian
15480,Fj7ZQ3N2hGK7C9phNPkGpg,"""Waterfront Deli""",Harbourfront,"""12 Queens Quay W, Suite 102""",Toronto,ON,M5J 2V7,43.6416711,-79.3759254,3.5,8,1,Chinese;Delis;Sandwiches;Burgers;Hot Dogs;Restaurants
15481,aSS3LFkiXj2iRS_NQADG4w,"""BJ Supermarket""",Leslieville,"""1449 Gerrard Street E""",Toronto,ON,M4L 1Z9,43.6722162,-79.3214467,4.0,17,1,Grocery;Food
15484,OMWHA7yVjk1epDnC5Ohg4w,"""Subway""",Corktown,"""132 Front Street E, Unit 1B""",Toronto,ON,M5A 1E2,43.6499929,-79.3696799,1.5,3,1,Sandwiches;Food;Restaurants;Fast Food
15486,aJ5Wki-RmbK381OnKvHrnQ,"""Luna Cafe""",Beaconsfield Village,"""181 Dovercourt Rd""",Toronto,ON,M6J 3C6,43.6461296,-79.4232301,4.0,78,1,Breakfast & Brunch;Restaurants
15489,HRuyOOTcydDF1CHpEZVEkA,"""Yummy Refills""",Chinatown,"""Dragon City Shopping Mall, 280 Spadina Avenue""",Toronto,ON,M5T 2E7,43.6528409,-79.3988658,3.5,3,1,Food;Desserts
15491,QcfxkuUpEGlfN3gFF2f32Q,"""LCBO - Dundas and Dovercourt""",Dufferin Grove,"""1230 Dundas St W, Dundas and Dovercourt""",Toronto,ON,M6J 1X5,43.6496549,-79.4235561,4.0,5,1,Food;Beer;Wine & Spirits
15493,xO_2oSQeVFzmHWOkk321BQ,"""North of Brooklyn Pizzeria""",Church-Wellesley Village,"""469 Church Street""",Toronto,ON,M4Y 2C5,43.6643898,-79.3803681,3.0,57,1,Restaurants;Pizza
15494,VutzmcU-hZt_WfgMkEuiFA,"""Pasta Tutti Giorni""",Scarborough,"""98 Island Road, Unit C""",Toronto,ON,M1C 3P2,43.7984458,-79.1395293,3.0,12,1,Italian;Restaurants
15495,G24p1oGGfY3t-m8Z2lPCaQ,"""Tinuno""",,"""31 Howard Street""",Toronto,ON,M4X 1J6,43.6711127,-79.3748501,4.0,206,1,Filipino;Restaurants
15501,vMpJzMFst_9GP4boeqWIRg,"""Congee Queen""",,"""6464 Yonge Street, Unit 152""",Toronto,ON,M2M 3X4,43.79575,-79.421812,3.5,89,1,Chinese;Restaurants
15502,xAboCt1b_NoMjzTPOGPM8g,"""Burger Stomper""",Riverdale,"""364 Danforth Avenue""",Toronto,ON,M4K 2Z1,43.6774594,-79.3523975,3.5,76,1,American (Traditional);Beer;Wine & Spirits;Restaurants;Burgers;Food
15505,V0eTUwFEIK7aAV_U_OnLEg,"""CocoaLatte""",Wychwood,"""671 St. Clair Avenue W""",Toronto,ON,M6C 1A7,43.6816887,-79.4250487,4.0,51,1,Coffee & Tea;Breakfast & Brunch;Restaurants;Sandwiches;Food
15506,-b-waFIsc6BJdXWOJMRKEQ,"""Marinellas Italian Restaurant""",Bickford Park,"""640 College Street""",Toronto,ON,M5V 2E8,43.6550764057,-79.4154641032,4.5,105,1,Italian;Restaurants
15510,NJX4JknIvjfeVUHMiOfL2w,"""Starbucks""",Downtown Core,"""220 Yonge St""",Toronto,ON,M5B 2L7,43.653929,-79.3802132,3.0,8,1,Food;Coffee & Tea
15512,UGG8EIfEfAIbyGhgLIX7Mw,"""Thai Bright""",Downtown Core,"""109 McCaul Street""",Toronto,ON,M5T 3K5,43.654110935,-79.3911450964,3.5,6,1,Thai;Restaurants
15514,VOsvscZOFYzcsdbmAlVkiA,"""Mean Bao""",Leslieville,"""181A Carlaw Avenue""",Toronto,ON,M4M 2S1,43.6618249,-79.3400831,4.0,43,1,Chinese;Restaurants;Comfort Food;Dim Sum
15516,tgZU8QAowa7V4Af6DV9UUg,"""Mirto Italian Restaurant & Bar""",Downtown Core,"""25 Toronto St""",Toronto,ON,M5C 2R1,43.650703,-79.3760778,3.0,29,1,Italian;Restaurants
15517,8wtvEINXRj1_aqosW5axWg,"""Shef Kebab""",Scarborough,"""3245 Finch Avenue E, Unit 10""",Toronto,ON,M1W,43.7956678607,-79.3198026014,4.0,8,1,Middle Eastern;Falafel;Restaurants;Mediterranean
15518,QBEqnk76Q5N1on4LAry2_g,"""Sunset Grill""",,"""2610 Weston Rd""",Toronto,ON,M9N 2B1,43.7112176896,-79.5352197066,2.0,4,1,American (Traditional);Canadian (New);Breakfast & Brunch;Diners;Restaurants
15519,4Oz6H1NehcouJfJ3uJMb1g,"""My Sandwich""",Entertainment District,"""238 Queen Street W""",Toronto,ON,M5V 1Z7,43.6501306,-79.3904119,3.0,3,1,Restaurants;Sandwiches
15520,yHGE1n4R5ysN548RAe1-DA,"""Druxy's Famous Deli""",Downtown Core,"""220 Yonge St""",Toronto,ON,M5B 2H1,43.6536106,-79.3800603,3.5,6,1,Delis;Sandwiches;Restaurants
15521,Qg2ijqYI_6YUKRr7jeZy-g,"""The Friendly Thai""",Roncesvalles,"""223 Roncesvalles Avenue""",Toronto,ON,M6R 2L6,43.645908,-79.4486592,2.5,51,1,Thai;Malaysian;Restaurants
15526,u6cONbfnIOBiImu2vjoi9w,"""Jawny Bakers Restaurant""",,"""804 O'Connor Drive""",Toronto,ON,M4B 2S9,43.7055703,-79.3127981,3.5,46,1,Canadian (New);American (Traditional);Caterers;Event Planning & Services;Gluten-Free;Nightlife;Bars;Restaurants
15527,D5XAErxJj5VbQjaQypb4Ig,"""Louis Souvlaki & Grill""",Scarborough,"""371 Old Kingston Road, Unit 12A""",Toronto,ON,M1C 1B7,43.782833,-79.169624,3.5,10,1,Pizza;Restaurants;Greek;Sandwiches;Italian;Mediterranean
15529,fIBIk8uqQf55vL0zTRkvBw,"""Dnister Ukrainian Store""",St. Lawrence,"""St. Lawrence Market, Lower Level B16, 93 Front St E""",Toronto,ON,M5E 1C3,43.6490516,-79.3717741,3.0,12,1,Ethnic Food;Food;Imported Food;Specialty Food
15530,p3qjmdZZFEMOTWJjmdTa3Q,"""Arctic Bites""",Downtown Core,"""21 Baldwin Street""",Toronto,ON,M5T 1L1,43.6559732437,-79.3930182046,3.5,192,1,Food;Ice Cream & Frozen Yogurt
15531,ihA_3c-_f_JiNllTL56S0Q,"""La Guanaquita""",Downsview,"""1621 Wilson Road""",Toronto,ON,M3L 1A5,43.7199565341,-79.5113310857,4.5,9,1,Restaurants;Salvadoran;Latin American
15534,tkDBNAV71Sp7LlWKEhtZUA,"""Pie Bar""",Harbourfront,"""207 Queens Quay W, Suite 155""",Toronto,ON,M5J,43.6382664028,-79.380467319,3.5,12,1,Cocktail Bars;Pizza;Restaurants;Italian;Gelato;Bars;Food;Nightlife
15536,JJ8ypBu3b--fy4HA5RB1gg,"""Morton's The Steakhouse""",The Annex,"""4 Avenue Road, Prince Arthur""",Toronto,ON,M5R 2E8,43.6697130529,-79.3949747086,4.0,91,1,Steakhouses;Restaurants
15537,tggHJ7wk-6Wok_CSPd3aUA,"""El Rancho""",,"""430 College Street""",Toronto,ON,M5T 1T3,43.6567395,-79.4071149,3.5,25,1,Mexican;Food;Nightlife;Bars;Spanish;Restaurants;Latin American
15538,AUv2UoAAi7VASJ6VK5lOlw,"""Kensington Market""",Kensington Market,"""Kensington Avenue""",Toronto,ON,M5T 2K2,43.6545216338,-79.4018411636,4.0,218,1,Shopping;Used;Vintage & Consignment;Food;Local Flavor;Farmers Market;Fashion
15544,_F1_05YYlvePzomZ_NFijA,"""To-ne Sushi""",Queen Street West,"""414 Queen Street W""",Toronto,ON,M5V 2A7,43.6487039,-79.3978617,3.5,170,1,Asian Fusion;Restaurants;Japanese;Sushi Bars
15546,5OAO9TxfvsvccFFD4pjmeg,"""Chacho's Fine Mexican Dining""",Mount Pleasant and Davisville,"""234 Merton Street""",Toronto,ON,M4S 1A1,43.6977184,-79.3891344,3.5,74,1,Restaurants;Mexican
15548,6f36N9VwIU0Gfakb5jCUCA,"""Huong Viet""",,"""1750 Saint Clair Avenue W""",Toronto,ON,M6N 1J3,43.6743067,-79.4607145,4.0,5,1,Vietnamese;Restaurants
15549,VSgrQWkpv15FJuqmNE3srg,"""Mitzi's Café""",Roncesvalles,"""100 Sorauren Avenue""",Toronto,ON,M6R 2E2,43.6428123,-79.4424152,4.0,74,1,Restaurants;Breakfast & Brunch
15554,zvezLicNkf8tTqZyYhP83w,"""Green Grotto""",Discovery District,"""832 Bay Street""",Toronto,ON,M5S 1Z6,43.6619270654,-79.3865113333,3.5,9,1,Taiwanese;Food;Restaurants;Bubble Tea;Tea Rooms
